,Strategy,Simulation,Iterations,Samples,Area,Error
0,random,0.0,200.0,200.0,1.8954000000000002,0.38061473684210534
1,random,1.0,200.0,200.0,1.3851000000000002,-0.12968526315789464
2,random,2.0,200.0,200.0,1.6038000000000001,0.08901473684210526
3,random,3.0,200.0,200.0,1.7131500000000002,0.19836473684210532
4,random,4.0,200.0,200.0,1.5309000000000001,0.016114736842105293
5,random,5.0,200.0,200.0,1.4215500000000003,-0.09323526315789454
6,random,6.0,200.0,200.0,1.2757500000000002,-0.2390352631578947
7,random,7.0,200.0,200.0,1.5673500000000002,0.052564736842105386
8,random,8.0,200.0,200.0,1.5309000000000001,0.016114736842105293
9,random,9.0,200.0,200.0,1.49445,-0.0203352631578948
10,random,0.0,200.0,450.0,1.5714000000000001,0.05661473684210527
11,random,1.0,200.0,450.0,1.6038000000000001,0.08901473684210526
12,random,2.0,200.0,450.0,1.4256000000000002,-0.08918526315789466
13,random,3.0,200.0,450.0,1.3932000000000002,-0.12158526315789464
14,random,4.0,200.0,450.0,1.4418000000000002,-0.07298526315789466
15,random,5.0,200.0,450.0,1.5714000000000001,0.05661473684210527
16,random,6.0,200.0,450.0,1.7172,0.2024147368421052
17,random,7.0,200.0,450.0,1.5390000000000001,0.02421473684210529
18,random,8.0,200.0,450.0,1.3932000000000002,-0.12158526315789464
19,random,9.0,200.0,450.0,1.7658000000000003,0.2510147368421054
20,random,0.0,200.0,800.0,1.7222625,0.20747723684210517
21,random,1.0,200.0,800.0,1.4488875000000003,-0.06589776315789453
22,random,2.0,200.0,800.0,1.4671125000000003,-0.04767276315789459
23,random,3.0,200.0,800.0,1.5126750000000002,-0.002110263157894643
24,random,4.0,200.0,800.0,1.5855750000000002,0.07078973684210532
25,random,5.0,200.0,800.0,1.257525,-0.25726026315789485
26,random,6.0,200.0,800.0,1.4306625000000002,-0.08412276315789469
27,random,7.0,200.0,800.0,1.4397750000000002,-0.07501026315789461
28,random,8.0,200.0,800.0,1.49445,-0.0203352631578948
29,random,9.0,200.0,800.0,1.4580000000000002,-0.05678526315789467
30,random,0.0,200.0,1250.0,1.3938480000000002,-0.12093726315789466
31,random,1.0,200.0,1250.0,1.5746400000000003,0.059854736842105405
32,random,2.0,200.0,1250.0,1.353024,-0.16176126315789485
33,random,3.0,200.0,1250.0,1.4638320000000002,-0.05095326315789461
34,random,4.0,200.0,1250.0,1.5688080000000002,0.054022736842105346
35,random,5.0,200.0,1250.0,1.4988240000000002,-0.0159612631578947
36,random,6.0,200.0,1250.0,1.6621200000000003,0.1473347368421054
37,random,7.0,200.0,1250.0,1.4988240000000002,-0.0159612631578947
38,random,8.0,200.0,1250.0,1.6154640000000002,0.10067873684210538
39,random,9.0,200.0,1250.0,1.5221520000000004,0.007366736842105537
40,random,0.0,200.0,1800.0,1.5511500000000003,0.036364736842105394
41,random,1.0,200.0,1800.0,1.4661000000000002,-0.048685263157894676
42,random,2.0,200.0,1800.0,1.4904000000000002,-0.024385263157894688
43,random,3.0,200.0,1800.0,1.5309000000000001,0.016114736842105293
44,random,4.0,200.0,1800.0,1.5349500000000003,0.020164736842105402
45,random,5.0,200.0,1800.0,1.4539500000000003,-0.06083526315789456
46,random,6.0,200.0,1800.0,1.4823000000000002,-0.032485263157894684
47,random,7.0,200.0,1800.0,1.4742000000000002,-0.04058526315789468
48,random,8.0,200.0,1800.0,1.5795000000000003,0.06471473684210549
49,random,9.0,200.0,1800.0,1.5511500000000003,0.036364736842105394
50,random,0.0,200.0,2450.0,1.5621428571428573,0.04735759398496242
51,random,1.0,200.0,2450.0,1.499657142857143,-0.015128120300751835
52,random,2.0,200.0,2450.0,1.556191836734694,0.04140657357679922
53,random,3.0,200.0,2450.0,1.574044897959184,0.05925963480128904
54,random,4.0,200.0,2450.0,1.5383387755102043,0.023553512352309403
55,random,5.0,200.0,2450.0,1.4966816326530614,-0.018103630504833435
56,random,6.0,200.0,2450.0,1.4312204081632653,-0.08356485499462951
57,random,7.0,200.0,2450.0,1.4401469387755104,-0.07463832438238449
58,random,8.0,200.0,2450.0,1.5383387755102043,0.023553512352309403
59,random,9.0,200.0,2450.0,1.574044897959184,0.05925963480128904
60,random,0.0,200.0,3200.0,1.5172312500000003,0.0024459868421053965
61,random,1.0,200.0,3200.0,1.5969656250000002,0.08218036184210531
62,random,2.0,200.0,3200.0,1.5924093750000003,0.07762411184210549
63,random,3.0,200.0,3200.0,1.4648343750000001,-0.049950888157894724
64,random,4.0,200.0,3200.0,1.560515625,0.045730361842105216
65,random,5.0,200.0,3200.0,1.59924375,0.08445848684210522
66,random,6.0,200.0,3200.0,1.5126750000000002,-0.002110263157894643
67,random,7.0,200.0,3200.0,1.5787406250000002,0.06395536184210537
68,random,8.0,200.0,3200.0,1.5354562500000002,0.020670986842105332
69,random,9.0,200.0,3200.0,1.455721875,-0.0590633881578948
70,random,0.0,200.0,4050.0,1.5084000000000002,-0.006385263157894672
71,random,1.0,200.0,4050.0,1.5210000000000001,0.006214736842105273
72,random,2.0,200.0,4050.0,1.4652,-0.0495852631578948
73,random,3.0,200.0,4050.0,1.5840000000000003,0.06921473684210544
74,random,4.0,200.0,4050.0,1.4184000000000003,-0.09638526315789453
75,random,5.0,200.0,4050.0,1.4796000000000002,-0.03518526315789461
76,random,6.0,200.0,4050.0,1.5228000000000004,0.008014736842105519
77,random,7.0,200.0,4050.0,1.5120000000000002,-0.002785263157894624
78,random,8.0,200.0,4050.0,1.5084000000000002,-0.006385263157894672
79,random,9.0,200.0,4050.0,1.5678000000000003,0.05301473684210545
80,random,0.0,200.0,5000.0,1.5542280000000002,0.03944273684210531
81,random,1.0,200.0,5000.0,1.5469380000000001,0.03215273684210529
82,random,2.0,200.0,5000.0,1.5075720000000004,-0.0072132631578945006
83,random,3.0,200.0,5000.0,1.431756,-0.08302926315789483
84,random,4.0,200.0,5000.0,1.5031980000000003,-0.0115872631578946
85,random,5.0,200.0,5000.0,1.5163200000000001,0.0015347368421052554
86,random,6.0,200.0,5000.0,1.544022,0.02923673684210515
87,random,7.0,200.0,5000.0,1.5556860000000003,0.04090073684210549
88,random,8.0,200.0,5000.0,1.5527700000000002,0.03798473684210535
89,random,9.0,200.0,5000.0,1.5717240000000003,0.056938736842105486
90,random,0.0,200.0,6050.0,1.4567950413223143,-0.05799022183558056
91,random,1.0,200.0,6050.0,1.5049933884297522,-0.009791874728142691
92,random,2.0,200.0,6050.0,1.536322314049587,0.02153705089169211
93,random,3.0,200.0,6050.0,1.536322314049587,0.02153705089169211
94,random,4.0,200.0,6050.0,1.5339123966942152,0.01912713353632034
95,random,5.0,200.0,6050.0,1.512223140495868,-0.0025621226620269333
96,random,6.0,200.0,6050.0,1.532707438016529,0.017922174858634232
97,random,7.0,200.0,6050.0,1.4567950413223143,-0.05799022183558056
98,random,8.0,200.0,6050.0,1.5339123966942152,0.01912713353632034
99,random,9.0,200.0,6050.0,1.530297520661157,0.015512257503262239
100,random,0.0,200.0,7200.0,1.5278625000000003,0.013077236842105489
101,random,1.0,200.0,7200.0,1.5329250000000003,0.01813973684210546
102,random,2.0,200.0,7200.0,1.5602625000000003,0.04547723684210547
103,random,3.0,200.0,7200.0,1.5106500000000003,-0.004135263157894586
104,random,4.0,200.0,7200.0,1.5217875,0.007002236842105214
105,random,5.0,200.0,7200.0,1.5693750000000002,0.05458973684210533
106,random,6.0,200.0,7200.0,1.5187500000000003,0.00396473684210541
107,random,7.0,200.0,7200.0,1.549125,0.03433973684210523
108,random,8.0,200.0,7200.0,1.5511500000000003,0.036364736842105394
109,random,9.0,200.0,7200.0,1.5207750000000002,0.005989736842105353
110,random,0.0,200.0,8450.0,1.51148875739645,-0.0032965057614449123
111,random,1.0,200.0,8450.0,1.5037242603550298,-0.011061002802865039
112,random,2.0,200.0,8450.0,1.5278804733727813,0.013095210214886466
113,random,3.0,200.0,8450.0,1.5080378698224854,-0.006747393335409413
114,random,4.0,200.0,8450.0,1.5382331360946746,0.023447872936779746
115,random,5.0,200.0,8450.0,1.5805065088757397,0.06572124571784488
116,random,6.0,200.0,8450.0,1.4441964497041422,-0.07058881345375267
117,random,7.0,200.0,8450.0,1.5494485207100592,0.03466325755216437
118,random,8.0,200.0,8450.0,1.490783431952663,-0.024001831205231916
119,random,9.0,200.0,8450.0,1.5235668639053257,0.00878160074743084
120,random,0.0,200.0,9800.0,1.5309000000000001,0.016114736842105293
121,random,1.0,200.0,9800.0,1.47585306122449,-0.03893220193340485
122,random,2.0,200.0,9800.0,1.5480091836734695,0.033223920515574656
123,random,3.0,200.0,9800.0,1.5056081632653064,-0.009177099892588414
124,random,4.0,200.0,9800.0,1.572557142857143,0.05777187969924813
125,random,5.0,200.0,9800.0,1.5026326530612246,-0.012152610096670236
126,random,6.0,200.0,9800.0,1.5658622448979593,0.051076981740064475
127,random,7.0,200.0,9800.0,1.5264367346938779,0.011651471535983005
128,random,8.0,200.0,9800.0,1.5346193877551022,0.019834124597207348
129,random,9.0,200.0,9800.0,1.4862673469387757,-0.028517916219119144
130,random,0.0,200.0,11250.0,1.5552000000000004,0.0404147368421055
